feature,coefficient,absolute_coefficient
late_payments,0.8181459384729083,0.8181459384729083
credit_utilization,0.8062992932271967,0.8062992932271967
credit_history_years,-0.6752484292391079,0.6752484292391079
annual_income,-0.5670777386672653,0.5670777386672653
debt_to_income_ratio,0.5205640991236752,0.5205640991236752
loan_amount,0.5141202915998629,0.5141202915998629
interest_rate,0.22213026352448362,0.22213026352448362
employment_years,-0.20622889041315834,0.20622889041315834
